index;sid;user;date;time;action;event;parameter
0;$27334417;user1;2019-12-19;14:32:21;>;Session;$27334417
1;$27334417;user1;2019-12-19;14:32:21;.;LockUsers;R SCODE=0x80030003
2;$27334417;user1;2019-12-19;14:32:21;.;LockUsers;RW locked
3;$27334417;user1;2019-12-19;14:32:21;>;Open;
4;$27334417;user1;2019-12-19;14:32:21;>;Open:Local;"""R:\Projects\central_user1.rvt"""
5;$27334417;user1;2019-12-19;14:32:22;.;Open:Local:LFV;central=5455 local=1
6;$27334417;user1;2019-12-19;14:32:38;>;Open:Local:RedoPerms;
7;$27334417;user1;2019-12-19;14:32:38;<;Open:Local:RedoPerms;
8;$27334417;user1;2019-12-19;14:32:38;.;Open:Local:LockUsers;RW unlocked
9;$27334417;user1;2019-12-19;14:35:49;<;Open:Local;
10;$27334417;user1;2019-12-19;14:35:49;<;Open;
11;$27334417;user1;2019-12-19;14:35:59;>;OpenLink;"""Q:\path\10_BIM\1002_Model\02_Linked-files\RVT\model_DWG_Bestand_20170424.rvt"""
12;$27334417;user1;2019-12-19;14:36:05;<;OpenLink;
13;$27334417;user1;2019-12-19;14:36:05;>;OpenLink;"""Q:\path\10_BIM\1002_Model\02_Linked-files\RVT\model_DWG_Bestand_Vorprojekt.rvt"""
14;$27334417;user1;2019-12-19;14:36:06;<;OpenLink;
15;$27334417;user1;2019-12-19;14:36:07;>;OpenLink;"""\\server\path\10_BIM\1002_Model\01_Central-file\model_projectname_Raumstudien_R18.rvt"""
16;$27334417;user1;2019-12-19;14:36:21;<;OpenLink;
17;$27334417;user1;2019-12-19;14:36:22;>;OpenLink;"""Q:\path\10_BIM\1002_Model\01_Central-file\model_projectname-Facade R18.rvt"""
18;$27334417;user1;2019-12-19;14:36:33;<;OpenLink;
19;$27334417;user1;2019-12-19;14:36:34;>;OpenLink;"""\\server\path\10_BIM\1002_Model\02_Linked-files\RVT\model_DWG_Bestand_Vorprojekt-UMBAU.rvt"""
20;$27334417;user1;2019-12-19;14:36:51;<;OpenLink;
21;$27334417;user1;2019-12-19;14:36:52;>;OpenLink;"""Q:\path\10_BIM\1002_Model\02_Linked-files\RVT\model_DWG_Diverse.rvt"""
22;$27334417;user1;2019-12-19;14:41:56;<;OpenLink;
23;$27334417;user1;2019-12-19;14:41:56;>;OpenLink;"""Q:\path\10_BIM\1002_Model\01_Central-file\model_projectname-building_2_R18.rvt"""
24;$27334417;user1;2019-12-19;14:42:00;<;OpenLink;
25;$27334417;user1;2019-12-19;14:42:00;>;OpenLink;"""Q:\path\10_BIM\1002_Model\02_Linked-files\RVT\model_DWG_Fassadenschnitte.rvt"""
26;$27334417;user1;2019-12-19;14:42:01;<;OpenLink;
27;$27334417;user1;2019-12-19;14:42:01;>;OpenLink;"""Q:\path\10_BIM\1002_Model\01_Central-file\model_projectname-Treppenhaus R18.rvt"""
28;$27334417;user1;2019-12-19;14:42:02;<;OpenLink;
29;$27334417;user1;2019-12-19;14:42:03;>;OpenLink;"""Q:\path\10_BIM\1002_Model\02_Linked-files\RVT\model_DWG_Dachaufbauten.rvt"""
30;$27334417;user1;2019-12-19;14:42:03;<;OpenLink;
31;$27334417;user1;2019-12-19;14:42:03;>;OpenLink;"""Q:\path\10_BIM\1002_Model\02_Linked-files\RVT\20190808_ABC_ERW_STK-TAB.rvt"""
32;$27334417;user1;2019-12-19;14:42:04;<;OpenLink;
33;$27334417;user1;2019-12-19;14:42:04;>;OpenLink;"""Q:\path\07_Dokumentation\0706_IN\02_some company\KOORDINATION\20200116_Koordinaation buildingpart\ABC-FLM-5-TP5-PAR-GR-93D-B.rvt"""
34;$27334417;user1;2019-12-19;14:42:05;<;OpenLink;
35;$27334417;user1;2019-12-19;14:42:05;>;OpenLink;"""Q:\path\07_Dokumentation\0706_IN\02_some company\KOORDINATION\20200116_Koordinaation buildingpart\ABC-FHE-5-TP5-PAR-GR-93D-B.rvt"""
36;$27334417;user1;2019-12-19;14:42:06;<;OpenLink;
37;$27334417;user1;2019-12-19;14:42:53;>;WSConfig;
38;$27334417;user1;2019-12-19;14:42:53;.;WSConfig:LockRoot;R locked
39;$27334417;user1;2019-12-19;14:42:53;>;WSConfig:StartWS;
40;$27334417;user1;2019-12-19;14:42:54;.;WSConfig:StartWS:LockUsers;R locked
41;$27334417;user1;2019-12-19;14:42:55;.;WSConfig:StartWS:LockUsers;R unlocked
42;$27334417;user1;2019-12-19;14:42:55;.;WSConfig:StartWS:CFV;central=5455
43;$27334417;user1;2019-12-19;14:42:56;.;WSConfig:StartWS:LockRoot;R unlocked
44;$27334417;user1;2019-12-19;14:42:56;<;WSConfig:StartWS;
45;$27334417;user1;2019-12-19;14:42:57;<;WSConfig;
46;$27334417;user1;2019-12-19;14:48:19;>;EOTC;
47;$27334417;user1;2019-12-19;14:48:19;>;EOTC:MEE;
48;$27334417;user1;2019-12-19;14:48:19;.;EOTC:MEE:LockUsers;RW locked
49;$27334417;user1;2019-12-19;14:48:20;.;EOTC:MEE:LockUsers;RW unlocked
50;$27334417;user1;2019-12-19;14:48:20;<;EOTC:MEE;
51;$27334417;user1;2019-12-19;14:48:20;<;EOTC;
52;$27334417;user1;2019-12-19;16:03:10;>;EOTC;
53;$27334417;user1;2019-12-19;16:03:10;>;EOTC:MEE;
54;$27334417;user1;2019-12-19;16:03:10;.;EOTC:MEE:LockUsers;RW locked
55;$27334417;user1;2019-12-19;16:03:11;.;EOTC:MEE:LockUsers;RW unlocked
56;$27334417;user1;2019-12-19;16:03:11;<;EOTC:MEE;
57;$27334417;user1;2019-12-19;16:03:11;<;EOTC;
58;$27334417;user1;2019-12-19;16:10:58;>;EOTC;
59;$27334417;user1;2019-12-19;16:10:58;>;EOTC:MEE;
60;$27334417;user1;2019-12-19;16:10:58;.;EOTC:MEE:LockUsers;RW locked
61;$27334417;user1;2019-12-19;16:10:58;.;EOTC:MEE:LockUsers;RW unlocked
62;$27334417;user1;2019-12-19;16:10:58;<;EOTC:MEE;
63;$27334417;user1;2019-12-19;16:10:58;<;EOTC;
64;$27334417;user1;2019-12-19;16:11:09;>;EOTC;
65;$27334417;user1;2019-12-19;16:11:09;>;EOTC:MEE;
66;$27334417;user1;2019-12-19;16:11:09;.;EOTC:MEE:LockUsers;RW locked
67;$27334417;user1;2019-12-19;16:11:10;.;EOTC:MEE:LockUsers;RW unlocked
68;$27334417;user1;2019-12-19;16:11:10;<;EOTC:MEE;
69;$27334417;user1;2019-12-19;16:11:10;<;EOTC;
70;$27334417;user1;2019-12-19;16:12:13;>;EOTC;
71;$27334417;user1;2019-12-19;16:12:14;>;EOTC:MEE;
72;$27334417;user1;2019-12-19;16:12:14;.;EOTC:MEE:LockUsers;RW locked
73;$27334417;user1;2019-12-19;16:12:14;.;EOTC:MEE:LockUsers;RW unlocked
74;$27334417;user1;2019-12-19;16:12:14;<;EOTC:MEE;
75;$27334417;user1;2019-12-19;16:12:14;<;EOTC;
76;$27334417;user1;2019-12-19;16:12:24;>;EOTC;
77;$27334417;user1;2019-12-19;16:12:24;>;EOTC:MEE;
78;$27334417;user1;2019-12-19;16:12:24;.;EOTC:MEE:LockUsers;RW locked
79;$27334417;user1;2019-12-19;16:12:25;.;EOTC:MEE:LockUsers;RW unlocked
80;$27334417;user1;2019-12-19;16:12:25;<;EOTC:MEE;
81;$27334417;user1;2019-12-19;16:12:25;<;EOTC;
82;$27334417;user1;2019-12-19;16:12:36;>;EOTC;
83;$27334417;user1;2019-12-19;16:12:36;>;EOTC:MEE;
84;$27334417;user1;2019-12-19;16:12:36;.;EOTC:MEE:LockUsers;RW locked
85;$27334417;user1;2019-12-19;16:12:36;.;EOTC:MEE:LockUsers;RW unlocked
86;$27334417;user1;2019-12-19;16:12:36;<;EOTC:MEE;
87;$27334417;user1;2019-12-19;16:12:37;<;EOTC;
88;$27334417;user1;2019-12-19;16:12:45;>;EOTC;
89;$27334417;user1;2019-12-19;16:12:45;>;EOTC:MEE;
90;$27334417;user1;2019-12-19;16:12:45;.;EOTC:MEE:LockUsers;RW locked
91;$27334417;user1;2019-12-19;16:12:45;.;EOTC:MEE:LockUsers;RW unlocked
92;$27334417;user1;2019-12-19;16:12:45;<;EOTC:MEE;
93;$27334417;user1;2019-12-19;16:12:45;<;EOTC;
94;$27334417;user1;2019-12-19;16:12:58;>;EOTC;
95;$27334417;user1;2019-12-19;16:12:58;>;EOTC:MEE;
96;$27334417;user1;2019-12-19;16:12:58;.;EOTC:MEE:LockUsers;RW locked
97;$27334417;user1;2019-12-19;16:12:58;.;EOTC:MEE:LockUsers;RW unlocked
98;$27334417;user1;2019-12-19;16:12:58;<;EOTC:MEE;
99;$27334417;user1;2019-12-19;16:12:58;<;EOTC;
100;$27334417;user1;2019-12-19;16:13:31;>;EOTC;
101;$27334417;user1;2019-12-19;16:13:31;>;EOTC:MEE;
102;$27334417;user1;2019-12-19;16:13:31;.;EOTC:MEE:LockUsers;RW locked
103;$27334417;user1;2019-12-19;16:13:31;.;EOTC:MEE:LockUsers;RW unlocked
104;$27334417;user1;2019-12-19;16:13:31;<;EOTC:MEE;
105;$27334417;user1;2019-12-19;16:13:31;<;EOTC;
106;$27334417;user1;2019-12-19;16:37:38;>;AAoRPoE;SomethingFor_famsAreCompatible
107;$27334417;user1;2019-12-19;16:37:39;.;AAoRPoE:LockRoot;R locked
108;$27334417;user1;2019-12-19;16:37:39;>;AAoRPoE:StartWS;
109;$27334417;user1;2019-12-19;16:37:39;.;AAoRPoE:StartWS:LockUsers;R locked
110;$27334417;user1;2019-12-19;16:37:40;.;AAoRPoE:StartWS:LockUsers;R unlocked
111;$27334417;user1;2019-12-19;16:37:40;.;AAoRPoE:StartWS:CFV;central=5455
112;$27334417;user1;2019-12-19;16:37:41;.;AAoRPoE:StartWS:LockRoot;R unlocked
113;$27334417;user1;2019-12-19;16:37:41;<;AAoRPoE:StartWS;
114;$27334417;user1;2019-12-19;16:37:48;>;AAoRPoE:CommitWS;
115;$27334417;user1;2019-12-19;16:37:48;.;AAoRPoE:CommitWS:LockUsers;RW locked
116;$27334417;user1;2019-12-19;16:37:49;.;AAoRPoE:CommitWS:LockUsers;RW unlocked
117;$27334417;user1;2019-12-19;16:37:49;<;AAoRPoE:CommitWS;
118;$27334417;user1;2019-12-19;16:37:49;<;AAoRPoE;
119;$27334417;user1;2019-12-19;16:39:08;>;EOTC;
120;$27334417;user1;2019-12-19;16:39:08;>;EOTC:MEE;
121;$27334417;user1;2019-12-19;16:39:08;.;EOTC:MEE:LockUsers;RW locked
122;$27334417;user1;2019-12-19;16:39:08;.;EOTC:MEE:LockUsers;RW unlocked
123;$27334417;user1;2019-12-19;16:39:08;<;EOTC:MEE;
124;$27334417;user1;2019-12-19;16:39:08;<;EOTC;
125;$27334417;user1;2019-12-19;16:39:23;>;EOTC;
126;$27334417;user1;2019-12-19;16:39:23;>;EOTC:MEE;
127;$27334417;user1;2019-12-19;16:39:23;.;EOTC:MEE:LockUsers;RW locked
128;$27334417;user1;2019-12-19;16:39:24;.;EOTC:MEE:LockUsers;RW unlocked
129;$27334417;user1;2019-12-19;16:39:24;<;EOTC:MEE;
130;$27334417;user1;2019-12-19;16:39:24;<;EOTC;
131;$27334417;user1;2019-12-19;16:39:36;>;EOTC;
132;$27334417;user1;2019-12-19;16:39:36;>;EOTC:MEE;
133;$27334417;user1;2019-12-19;16:39:36;.;EOTC:MEE:LockUsers;RW locked
134;$27334417;user1;2019-12-19;16:39:37;.;EOTC:MEE:LockUsers;RW unlocked
135;$27334417;user1;2019-12-19;16:39:37;<;EOTC:MEE;
136;$27334417;user1;2019-12-19;16:39:37;<;EOTC;
137;$27334417;user1;2019-12-19;16:40:04;>;EOTC;
138;$27334417;user1;2019-12-19;16:40:04;>;EOTC:MEE;
139;$27334417;user1;2019-12-19;16:40:04;.;EOTC:MEE:LockUsers;RW locked
140;$27334417;user1;2019-12-19;16:40:05;.;EOTC:MEE:LockUsers;RW unlocked
141;$27334417;user1;2019-12-19;16:40:05;<;EOTC:MEE;
142;$27334417;user1;2019-12-19;16:40:05;<;EOTC;
143;$27334417;user1;2019-12-19;16:40:25;>;EOTC;
144;$27334417;user1;2019-12-19;16:40:25;>;EOTC:MEE;
145;$27334417;user1;2019-12-19;16:40:25;.;EOTC:MEE:LockUsers;RW locked
146;$27334417;user1;2019-12-19;16:40:26;.;EOTC:MEE:LockUsers;RW unlocked
147;$27334417;user1;2019-12-19;16:40:26;<;EOTC:MEE;
148;$27334417;user1;2019-12-19;16:40:26;<;EOTC;
149;$27334417;user1;2019-12-19;16:44:43;>;STC;
150;$27334417;user1;2019-12-19;16:44:43;>;STC:STL;
151;$27334417;user1;2019-12-19;16:44:43;.;STC:STL:LockUsers;R locked
152;$27334417;user1;2019-12-19;16:44:43;.;STC:STL:LockUsers;R unlocked
153;$27334417;user1;2019-12-19;16:44:49;.;STC:STL:Progress;"lo=0 hi=13738 ""progress-b6a61bbf.tmp"""
154;$27334417;user1;2019-12-19;16:44:58;<;STC:STL;
155;$27334417;user1;2019-12-19;16:44:58;>;STC:RL;
156;$27334417;user1;2019-12-19;16:44:58;.;STC:RL:LockRoot;RW locked
157;$27334417;user1;2019-12-19;16:44:58;>;STC:RL:HC;
158;$27334417;user1;2019-12-19;16:44:58;.;STC:RL:HC:LockUsers;R locked
159;$27334417;user1;2019-12-19;16:44:58;.;STC:RL:HC:LockUsers;R unlocked
160;$27334417;user1;2019-12-19;16:44:59;<;STC:RL:HC;
161;$27334417;user1;2019-12-19;16:44:59;.;STC:RL:CFV;central=5455
162;$27334417;user1;2019-12-19;16:45:03;.;STC:RL:LMV;central=5455 local=2
163;$27334417;user1;2019-12-19;16:45:03;<;STC:RL;
164;$27334417;user1;2019-12-19;16:45:03;>;STC:Save;
165;$27334417;user1;2019-12-19;16:45:10;.;STC:Save:Progress;"lo=0 hi=13738 ""progress-9665a357.tmp"""
166;$27334417;user1;2019-12-19;16:45:14;>;STC:Save:Relinquish;
167;$27334417;user1;2019-12-19;16:45:14;.;STC:Save:Relinquish:LockUsers;RW locked
168;$27334417;user1;2019-12-19;16:45:14;>;STC:Save:Relinquish:Refresh;
169;$27334417;user1;2019-12-19;16:45:16;<;STC:Save:Relinquish:Refresh;
170;$27334417;user1;2019-12-19;16:45:16;>;STC:Save:Relinquish:iGrant;
171;$27334417;user1;2019-12-19;16:45:17;.;STC:Save:Relinquish:iGrant:RequestMatrix;0
172;$27334417;user1;2019-12-19;16:45:17;.;STC:Save:Relinquish:iGrant:RUpdates;0
173;$27334417;user1;2019-12-19;16:45:17;<;STC:Save:Relinquish:iGrant;
174;$27334417;user1;2019-12-19;16:45:18;<;STC:Save:Relinquish;
175;$27334417;user1;2019-12-19;16:45:21;.;STC:Save:LockUsers;RW unlocked
176;$27334417;user1;2019-12-19;16:45:21;.;STC:Save:LockRoot;RW unlocked
177;$27334417;user1;2019-12-19;16:45:21;<;STC:Save;
178;$27334417;user1;2019-12-19;16:45:22;.;STC:CFV;central=5456
179;$27334417;user1;2019-12-19;16:45:22;.;STC:LMV;central=5456 local=1
180;$27334417;user1;2019-12-19;16:45:22;>;STC:STL;
181;$27334417;user1;2019-12-19;16:48:08;<;STC:STL;
182;$27334417;user1;2019-12-19;16:48:08;<;STC;
183;$27334417;user1;2019-12-20;04:59:59;>;EOTC;
184;$27334417;user1;2019-12-20;04:59:59;>;EOTC:MEE;
185;$27334417;user1;2019-12-20;04:59:59;.;EOTC:MEE:LockUsers;RW locked
186;$27334417;user1;2019-12-20;05:00:00;.;EOTC:MEE:LockUsers;RW unlocked
187;$27334417;user1;2019-12-20;05:00:00;<;EOTC:MEE;
188;$27334417;user1;2019-12-20;05:00:00;<;EOTC;
189;$27334417;user1;2019-12-20;05:00:39;>;EOTC;
190;$27334417;user1;2019-12-20;05:00:39;>;EOTC:MEE;
191;$27334417;user1;2019-12-20;05:00:39;.;EOTC:MEE:LockUsers;RW locked
192;$27334417;user1;2019-12-20;05:00:39;.;EOTC:MEE:LockUsers;RW unlocked
193;$27334417;user1;2019-12-20;05:00:39;<;EOTC:MEE;
194;$27334417;user1;2019-12-20;05:00:39;<;EOTC;
195;$27334417;user1;2019-12-20;05:01:08;>;EOTC;
196;$27334417;user1;2019-12-20;05:01:08;>;EOTC:MEE;
197;$27334417;user1;2019-12-20;05:01:08;.;EOTC:MEE:LockUsers;RW locked
198;$27334417;user1;2019-12-20;05:01:08;.;EOTC:MEE:LockUsers;RW unlocked
199;$27334417;user1;2019-12-20;05:01:08;<;EOTC:MEE;
200;$27334417;user1;2019-12-20;05:01:08;<;EOTC;
201;$27334417;user1;2019-12-20;05:01:35;>;EOTC;
202;$27334417;user1;2019-12-20;05:01:35;>;EOTC:MEE;
203;$27334417;user1;2019-12-20;05:01:35;.;EOTC:MEE:LockUsers;RW locked
204;$27334417;user1;2019-12-20;05:01:36;.;EOTC:MEE:LockUsers;RW unlocked
205;$27334417;user1;2019-12-20;05:01:36;<;EOTC:MEE;
206;$27334417;user1;2019-12-20;05:01:36;<;EOTC;
207;$27334417;user1;2019-12-20;05:02:00;>;EOTC;
208;$27334417;user1;2019-12-20;05:02:00;>;EOTC:MEE;
209;$27334417;user1;2019-12-20;05:02:00;.;EOTC:MEE:LockUsers;RW locked
210;$27334417;user1;2019-12-20;05:02:00;.;EOTC:MEE:LockUsers;RW unlocked
211;$27334417;user1;2019-12-20;05:02:00;<;EOTC:MEE;
212;$27334417;user1;2019-12-20;05:02:00;<;EOTC;
213;$27334417;user1;2019-12-20;05:02:17;>;EOTC;
214;$27334417;user1;2019-12-20;05:02:17;>;EOTC:MEE;
215;$27334417;user1;2019-12-20;05:02:17;.;EOTC:MEE:LockUsers;RW locked
216;$27334417;user1;2019-12-20;05:02:18;.;EOTC:MEE:LockUsers;RW unlocked
217;$27334417;user1;2019-12-20;05:02:18;<;EOTC:MEE;
218;$27334417;user1;2019-12-20;05:02:18;<;EOTC;
219;$27334417;user1;2019-12-20;05:02:36;>;EOTC;
220;$27334417;user1;2019-12-20;05:02:36;>;EOTC:MEE;
221;$27334417;user1;2019-12-20;05:02:36;.;EOTC:MEE:LockUsers;RW locked
222;$27334417;user1;2019-12-20;05:02:37;.;EOTC:MEE:LockUsers;RW unlocked
223;$27334417;user1;2019-12-20;05:02:37;<;EOTC:MEE;
224;$27334417;user1;2019-12-20;05:02:37;<;EOTC;
225;$27334417;user1;2019-12-20;05:03:00;>;EOTC;
226;$27334417;user1;2019-12-20;05:03:00;>;EOTC:MEE;
227;$27334417;user1;2019-12-20;05:03:00;.;EOTC:MEE:LockUsers;RW locked
228;$27334417;user1;2019-12-20;05:03:00;.;EOTC:MEE:LockUsers;RW unlocked
229;$27334417;user1;2019-12-20;05:03:00;<;EOTC:MEE;
230;$27334417;user1;2019-12-20;05:03:00;<;EOTC;
231;$27334417;user1;2019-12-20;05:03:25;>;EOTC;
232;$27334417;user1;2019-12-20;05:03:25;>;EOTC:MEE;
233;$27334417;user1;2019-12-20;05:03:25;.;EOTC:MEE:LockUsers;RW locked
234;$27334417;user1;2019-12-20;05:03:26;.;EOTC:MEE:LockUsers;RW unlocked
235;$27334417;user1;2019-12-20;05:03:26;<;EOTC:MEE;
236;$27334417;user1;2019-12-20;05:03:26;<;EOTC;
237;$27334417;user1;2019-12-20;05:21:41;>;EOTC;
238;$27334417;user1;2019-12-20;05:21:41;>;EOTC:MEE;
239;$27334417;user1;2019-12-20;05:21:41;.;EOTC:MEE:LockUsers;RW locked
240;$27334417;user1;2019-12-20;05:21:42;.;EOTC:MEE:LockUsers;RW unlocked
241;$27334417;user1;2019-12-20;05:21:42;<;EOTC:MEE;
242;$27334417;user1;2019-12-20;05:21:42;<;EOTC;
243;$27334417;user1;2019-12-20;05:22:48;>;EOTC;
244;$27334417;user1;2019-12-20;05:22:48;>;EOTC:MEE;
245;$27334417;user1;2019-12-20;05:22:48;.;EOTC:MEE:LockUsers;RW locked
246;$27334417;user1;2019-12-20;05:22:49;.;EOTC:MEE:LockUsers;RW unlocked
247;$27334417;user1;2019-12-20;05:22:49;<;EOTC:MEE;
248;$27334417;user1;2019-12-20;05:22:49;<;EOTC;
249;$27334417;user1;2019-12-20;05:26:32;>;EOTC;
250;$27334417;user1;2019-12-20;05:26:32;>;EOTC:MEE;
251;$27334417;user1;2019-12-20;05:26:32;.;EOTC:MEE:LockUsers;RW locked
252;$27334417;user1;2019-12-20;05:26:33;.;EOTC:MEE:LockUsers;RW unlocked
253;$27334417;user1;2019-12-20;05:26:33;<;EOTC:MEE;
254;$27334417;user1;2019-12-20;05:26:33;<;EOTC;
255;$27334417;user1;2019-12-20;05:45:42;>;AAoRPoE;SomethingFor_famsAreCompatible
256;$27334417;user1;2019-12-20;05:45:42;.;AAoRPoE:LockRoot;R locked
257;$27334417;user1;2019-12-20;05:45:42;>;AAoRPoE:StartWS;
258;$27334417;user1;2019-12-20;05:45:43;.;AAoRPoE:StartWS:LockUsers;R locked
259;$27334417;user1;2019-12-20;05:45:44;.;AAoRPoE:StartWS:LockUsers;R unlocked
260;$27334417;user1;2019-12-20;05:45:44;.;AAoRPoE:StartWS:CFV;central=5456
261;$27334417;user1;2019-12-20;05:45:45;.;AAoRPoE:StartWS:LockRoot;R unlocked
262;$27334417;user1;2019-12-20;05:45:45;<;AAoRPoE:StartWS;
263;$27334417;user1;2019-12-20;05:45:51;>;AAoRPoE:CommitWS;
264;$27334417;user1;2019-12-20;05:45:52;.;AAoRPoE:CommitWS:LockUsers;RW locked
265;$27334417;user1;2019-12-20;05:45:52;.;AAoRPoE:CommitWS:LockUsers;RW unlocked
266;$27334417;user1;2019-12-20;05:45:52;<;AAoRPoE:CommitWS;
267;$27334417;user1;2019-12-20;05:45:52;<;AAoRPoE;
268;$27334417;user1;2019-12-20;05:48:23;>;EOTC;
269;$27334417;user1;2019-12-20;05:48:23;>;EOTC:MEE;
270;$27334417;user1;2019-12-20;05:48:23;.;EOTC:MEE:LockUsers;RW locked
271;$27334417;user1;2019-12-20;05:48:24;.;EOTC:MEE:LockUsers;RW unlocked
272;$27334417;user1;2019-12-20;05:48:24;<;EOTC:MEE;
273;$27334417;user1;2019-12-20;05:48:24;<;EOTC;
274;$27334417;user1;2019-12-20;05:50:25;>;EOTC;
275;$27334417;user1;2019-12-20;05:50:25;>;EOTC:MEE;
276;$27334417;user1;2019-12-20;05:50:25;.;EOTC:MEE:LockUsers;RW locked
277;$27334417;user1;2019-12-20;05:50:26;.;EOTC:MEE:LockUsers;RW unlocked
278;$27334417;user1;2019-12-20;05:50:26;<;EOTC:MEE;
279;$27334417;user1;2019-12-20;05:50:26;<;EOTC;
280;$27334417;user1;2019-12-20;05:58:11;>;EOTC;
281;$27334417;user1;2019-12-20;05:58:11;>;EOTC:MEE;
282;$27334417;user1;2019-12-20;05:58:11;.;EOTC:MEE:LockUsers;RW locked
283;$27334417;user1;2019-12-20;05:58:12;.;EOTC:MEE:LockUsers;RW unlocked
284;$27334417;user1;2019-12-20;05:58:12;<;EOTC:MEE;
285;$27334417;user1;2019-12-20;05:58:12;<;EOTC;
286;$27334417;user1;2019-12-20;05:58:22;>;AJ;
287;$27334417;user1;2019-12-20;05:58:22;>;AJ:MEE;
288;$27334417;user1;2019-12-20;05:58:22;.;AJ:MEE:LockUsers;RW locked
289;$27334417;user1;2019-12-20;05:58:22;.;AJ:MEE:LockUsers;RW unlocked
290;$27334417;user1;2019-12-20;05:58:22;<;AJ:MEE;
291;$27334417;user1;2019-12-20;05:58:22;<;AJ;
292;$27334417;user1;2019-12-20;05:58:22;>;ROB;
293;$27334417;user1;2019-12-20;05:58:22;.;ROB:LockUsers;RW locked
294;$27334417;user1;2019-12-20;05:58:23;.;ROB:LockUsers;RW unlocked
295;$27334417;user1;2019-12-20;05:58:23;<;ROB;
296;$27334417;user1;2019-12-20;06:12:48;>;EOTC;
297;$27334417;user1;2019-12-20;06:12:48;>;EOTC:MEE;
298;$27334417;user1;2019-12-20;06:12:48;.;EOTC:MEE:LockUsers;RW locked
299;$27334417;user1;2019-12-20;06:12:49;.;EOTC:MEE:LockUsers;RW unlocked
300;$27334417;user1;2019-12-20;06:12:49;<;EOTC:MEE;
301;$27334417;user1;2019-12-20;06:12:49;<;EOTC;
302;$27334417;user1;2019-12-20;06:36:32;>;EOTC;
303;$27334417;user1;2019-12-20;06:36:32;>;EOTC:MEE;
304;$27334417;user1;2019-12-20;06:36:32;.;EOTC:MEE:LockUsers;RW locked
305;$27334417;user1;2019-12-20;06:36:32;.;EOTC:MEE:LockUsers;RW unlocked
306;$27334417;user1;2019-12-20;06:36:32;<;EOTC:MEE;
307;$27334417;user1;2019-12-20;06:36:32;<;EOTC;
308;$27334417;user1;2019-12-20;06:38:25;>;EOTC;
309;$27334417;user1;2019-12-20;06:38:26;>;EOTC:MEE;
310;$27334417;user1;2019-12-20;06:38:26;.;EOTC:MEE:LockUsers;RW locked
311;$27334417;user1;2019-12-20;06:38:26;.;EOTC:MEE:LockUsers;RW unlocked
312;$27334417;user1;2019-12-20;06:38:26;<;EOTC:MEE;
313;$27334417;user1;2019-12-20;06:38:26;<;EOTC;
